file_name,theme,most_similar_file,most_similar_theme,similarity_score
CHRD_REAL_0032.jpeg,Daily Life,CHRD_REAL_0089.jpeg,Daily Life,0.7935847
CHRD_REAL_0020.jpeg,Rock-cut Heritage,CHRD_REAL_0051.jpeg,Rock-cut Heritage,0.78132343
CHRD_REAL_0049.jpeg,Local Architecture,CHRD_REAL_0069.jpeg,Rock-cut Heritage,0.7800795
CHRD_REAL_0069.jpeg,Rock-cut Heritage,CHRD_REAL_0049.jpeg,Local Architecture,0.7800795
CHRD_REAL_0048.jpeg,Rock-cut Heritage,CHRD_REAL_0058.jpeg,Fairy Chimney,0.77567065
CHRD_REAL_0062.jpeg,Rock-cut Heritage,CHRD_REAL_0070.jpeg,Rock-cut Heritage,0.77141994
CHRD_REAL_0098.jpeg,Local Architecture,CHRD_REAL_0099.jpeg,Rock-cut Heritage,0.7680822
CHRD_REAL_0099.jpeg,Rock-cut Heritage,CHRD_REAL_0098.jpeg,Local Architecture,0.7680822
CHRD_REAL_0068.jpeg,Fairy Chimney,CHRD_REAL_0076.jpeg,Rock-cut Heritage,0.76593435
CHRD_REAL_0088.jpeg,Daily Life,CHRD_REAL_0038.jpeg,Daily Life,0.7658546
CHRD_REAL_0063.jpeg,Local Architecture,CHRD_REAL_0061.jpeg,Fairy Chimney,0.76227176
CHRD_REAL_0023.jpeg,Natural Landscape,CHRD_REAL_0034.jpeg,Natural Landscape,0.7474127
CHRD_REAL_0034.jpeg,Natural Landscape,CHRD_REAL_0023.jpeg,Natural Landscape,0.7474127
CHRD_REAL_0046.jpeg,Rock-cut Heritage,CHRD_REAL_0050.jpeg,Local Architecture,0.74731
CHRD_REAL_0041.jpeg,Local Architecture,CHRD_REAL_0032.jpeg,Daily Life,0.7432335
CHRD_REAL_0094.jpeg,Daily Life,CHRD_REAL_0085.jpeg,Daily Life,0.7290276
CHRD_REAL_0085.jpeg,Daily Life,CHRD_REAL_0094.jpeg,Daily Life,0.7290276
CHRD_REAL_0053.jpeg,Daily Life,CHRD_REAL_0049.jpeg,Local Architecture,0.72880113
CHRD_REAL_0065.jpeg,Daily Life,CHRD_REAL_0091.jpeg,Daily Life,0.72534627
CHRD_REAL_0091.jpeg,Daily Life,CHRD_REAL_0065.jpeg,Daily Life,0.72534627
CHRD_REAL_0005.jpeg,Fairy Chimney,CHRD_REAL_0058.jpeg,Fairy Chimney,0.72197366
CHRD_REAL_0042.jpeg,Village Square,CHRD_REAL_0091.jpeg,Daily Life,0.71780646
CHRD_REAL_0095.jpeg,Local Architecture,CHRD_REAL_0011.jpeg,Natural Landscape,0.7171433
CHRD_REAL_0011.jpeg,Natural Landscape,CHRD_REAL_0095.jpeg,Local Architecture,0.7171433
CHRD_REAL_0080.jpeg,Village Square,CHRD_REAL_0030.jpeg,Village Square,0.7063856
CHRD_REAL_0030.jpeg,Village Square,CHRD_REAL_0080.jpeg,Village Square,0.7063856
CHRD_REAL_0086.jpeg,Daily Life,CHRD_REAL_0088.jpeg,Daily Life,0.70522076
CHRD_REAL_0079.jpeg,Village Square,CHRD_REAL_0004.jpeg,Village Square,0.7022577
CHRD_REAL_0004.jpeg,Village Square,CHRD_REAL_0079.jpeg,Village Square,0.7022577
CHRD_REAL_0072.jpeg,Daily Life,CHRD_REAL_0032.jpeg,Daily Life,0.7020278
CHRD_REAL_0097.jpeg,Local Architecture,CHRD_REAL_0084.jpeg,Daily Life,0.6966295
CHRD_REAL_0084.jpeg,Daily Life,CHRD_REAL_0097.jpeg,Local Architecture,0.6966295
CHRD_REAL_0096.jpeg,Local Architecture,CHRD_REAL_0095.jpeg,Local Architecture,0.68972856
CHRD_REAL_0015.jpeg,Village Square,CHRD_REAL_0005.jpeg,Fairy Chimney,0.6868409
CHRD_REAL_0019.jpeg,Village Square,CHRD_REAL_0035.jpeg,Local Architecture,0.676979
CHRD_REAL_0035.jpeg,Local Architecture,CHRD_REAL_0019.jpeg,Village Square,0.676979
CHRD_REAL_0093.jpeg,Daily Life,CHRD_REAL_0065.jpeg,Daily Life,0.67621803
CHRD_REAL_0008.jpeg,Local Architecture,CHRD_REAL_0090.jpeg,Daily Life,0.6716101
CHRD_REAL_0037.jpeg,Local Architecture,CHRD_REAL_0035.jpeg,Local Architecture,0.67158294
CHRD_REAL_0045.jpeg,Rock-cut Heritage,CHRD_REAL_0038.jpeg,Daily Life,0.6674264
CHRD_REAL_0018.jpeg,Daily Life,CHRD_REAL_0041.jpeg,Local Architecture,0.6594856
CHRD_REAL_0025.jpeg,Natural Landscape,CHRD_REAL_0004.jpeg,Village Square,0.64074314
CHRD_REAL_0059.jpeg,Local Architecture,CHRD_REAL_0049.jpeg,Local Architecture,0.6389039
CHRD_REAL_0083.jpeg,Daily Life,CHRD_REAL_0059.jpeg,Local Architecture,0.6374004
CHRD_REAL_0033.jpeg,Local Architecture,CHRD_REAL_0038.jpeg,Daily Life,0.6371355
CHRD_REAL_0006.jpeg,Local Architecture,CHRD_REAL_0083.jpeg,Daily Life,0.62899774
CHRD_REAL_0060.jpeg,Local Architecture,CHRD_REAL_0069.jpeg,Rock-cut Heritage,0.6081321
CHRD_REAL_0092.jpeg,Local Architecture,CHRD_REAL_0041.jpeg,Local Architecture,0.6048626
CHRD_REAL_0077.jpeg,Village Square,CHRD_REAL_0086.jpeg,Daily Life,0.597833
CHRD_REAL_0036.jpeg,Local Architecture,CHRD_REAL_0097.jpeg,Local Architecture,0.5943026
CHRD_REAL_0026.jpeg,Natural Landscape,CHRD_REAL_0088.jpeg,Daily Life,0.5926527
CHRD_REAL_0055.jpeg,Village Square,CHRD_REAL_0030.jpeg,Village Square,0.5849575
CHRD_REAL_0078.jpeg,Village Square,CHRD_REAL_0072.jpeg,Daily Life,0.5839103
CHRD_REAL_0007.jpeg,Daily Life,CHRD_REAL_0031.jpeg,Natural Landscape,0.5827321
CHRD_REAL_0014.jpeg,Daily Life,CHRD_REAL_0050.jpeg,Local Architecture,0.57328737
CHRD_REAL_0024.jpeg,Natural Landscape,CHRD_REAL_0025.jpeg,Natural Landscape,0.5722053
CHRD_REAL_0082.jpeg,Daily Life,CHRD_REAL_0078.jpeg,Village Square,0.5624613
CHRD_REAL_0009.jpeg,Daily Life,CHRD_REAL_0060.jpeg,Local Architecture,0.5332454
